时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额
2017/10/10,1539.424,1539.491,1509.393,1511.057,-1.85%,1.96%,"1,578,330,100","9,687,641,200"
2017/10/9,1556.763,1562.035,1535.005,1539.493,1.08%,1.77%,"1,363,758,700","7,689,257,100"
2017/9/29,1507.978,1532.109,1503.424,1523.047,0.89%,1.90%,"1,362,199,700","7,337,607,000"
2017/9/28,1533.037,1533.037,1508.537,1509.68,-1.74%,1.59%,"1,642,390,500","8,642,207,500"
2017/9/27,1508.361,1545.766,1502.048,1536.364,3.17%,2.94%,"2,391,375,600","12,653,137,400"
2017/9/26,1464.638,1501.888,1464.638,1489.188,1.67%,2.54%,"1,599,564,600","7,952,797,200"
2017/9/25,1478.89,1487.332,1461.376,1464.747,-1.65%,1.74%,"1,219,947,210","6,314,801,600"
2017/9/22,1481.659,1511.74,1464.212,1489.349,-1.24%,3.15%,"2,080,766,500","10,671,290,500"
2017/9/21,1526.702,1548.683,1508.029,1508.029,-1.64%,2.65%,"1,702,200,700","8,946,968,500"
2017/9/20,1515.437,1533.348,1494.921,1533.105,1.36%,2.54%,"1,673,686,500","9,568,615,000"
2017/9/19,1525.798,1530.023,1508.164,1512.522,-0.76%,1.43%,"1,314,945,330","7,336,441,600"
2017/9/18,1519.155,1528.815,1508.99,1524.155,-0.56%,1.29%,"1,634,689,500","9,479,892,200"
2017/9/15,1601.25,1601.25,1525.682,1532.754,-4.76%,4.70%,"2,778,785,000","15,981,857,000"
2017/9/14,1641.39,1659.986,1604.156,1609.319,-2.47%,3.38%,"2,298,032,700","14,266,441,000"
2017/9/13,1609.739,1656.661,1607.404,1650.079,1.97%,3.04%,"2,583,288,800","15,812,053,000"
2017/9/12,1635.331,1639.533,1605.4,1618.141,0.15%,2.11%,"2,881,564,600","16,916,451,000"
2017/9/11,1580.968,1615.707,1567.163,1615.707,0.86%,3.03%,"1,957,135,000","11,863,371,800"
2017/9/8,1605.928,1626.18,1590.823,1601.906,-0.56%,2.19%,"1,887,105,900","11,723,236,300"
2017/9/7,1628.45,1632.785,1593.496,1610.864,-1.50%,2.40%,"2,287,791,000","14,188,727,000"
2017/9/6,1592.31,1652.244,1586.079,1635.378,1.56%,4.11%,"2,491,488,800","14,924,664,000"
2017/9/5,1624.838,1626.666,1580.554,1610.231,-1.57%,2.82%,"2,712,015,700","15,770,488,000"
2017/9/4,1664.86,1674.971,1614.549,1635.867,0.30%,3.70%,"4,508,969,000","25,747,287,000"
2017/9/1,1561.403,1665.736,1561.403,1631.018,4.55%,6.69%,"5,123,015,900","28,158,451,000"
2017/8/31,1537.306,1567.537,1528.935,1560.032,1.44%,2.51%,"2,885,288,300","17,091,305,000"
2017/8/30,1472.949,1551.466,1472.949,1537.962,4.71%,5.35%,"3,470,810,000","19,429,714,000"
2017/8/29,1457.645,1501.504,1453.364,1468.718,0.63%,3.30%,"1,997,839,200","11,354,685,500"
2017/8/28,1424.221,1472.645,1421.365,1459.541,1.44%,3.56%,"1,908,848,400","10,536,831,600"
2017/8/25,1415.103,1453.574,1415.103,1438.809,2.61%,2.74%,"1,905,671,900","10,413,915,100"
2017/8/24,1418.019,1423.388,1400.336,1402.241,-0.67%,1.63%,"1,151,568,380","5,974,146,400"
2017/8/23,1435.359,1438.246,1411.71,1411.71,-3.55%,1.81%,"1,693,422,000","8,632,393,200"
2017/8/22,1472.215,1478.827,1451.038,1463.622,-0.99%,1.88%,"1,636,877,300","9,444,660,600"
2017/8/21,1437.572,1481.211,1434.668,1478.292,3.34%,3.25%,"2,053,498,500","11,418,317,100"
2017/8/18,1431.265,1431.411,1414.097,1430.445,-1.15%,1.20%,"1,598,324,600","8,441,561,500"
2017/8/17,1444.44,1451.168,1430.809,1447.074,1.55%,1.43%,"2,051,169,200","11,134,424,300"
2017/8/16,1431.869,1445.096,1407.526,1425.028,-0.68%,2.62%,"1,807,277,300","9,318,826,300"
2017/8/15,1422.281,1445.174,1406.711,1434.731,-0.23%,2.67%,"2,106,291,100","11,025,616,100"
2017/8/14,1423.085,1459.954,1414.995,1438.019,1.16%,3.16%,"2,656,464,200","13,793,173,000"
2017/8/11,1492.253,1492.253,1415.113,1421.527,-6.96%,5.05%,"3,593,116,700","18,058,640,000"
2017/8/10,1547.571,1565.007,1527.644,1527.828,-3.47%,2.36%,"3,031,166,300","16,387,246,000"
2017/8/9,1529.548,1594.463,1498.906,1582.745,2.77%,6.20%,"4,001,900,600","21,382,070,000"
2017/8/8,1575.377,1592.253,1526.924,1540.155,-2.23%,4.15%,"4,595,420,500","25,427,003,000"
2017/8/7,1542.1,1575.902,1484.952,1575.318,5.38%,6.08%,"5,120,574,300","27,399,162,000"
2017/8/4,1495.292,1568.634,1493.259,1494.912,0.78%,5.08%,"5,088,117,900","27,259,656,000"
2017/8/3,1405.787,1483.465,1404.868,1483.346,4.60%,5.54%,"3,821,173,300","19,479,317,000"
2017/8/2,1389.952,1444.297,1389.952,1418.106,1.87%,3.90%,"3,474,341,400","16,627,881,000"
2017/8/1,1404.434,1406.403,1383.889,1392.104,-0.69%,1.61%,"2,971,287,500","14,837,699,000"
2017/7/31,1345.873,1402.017,1345.873,1401.744,4.73%,4.19%,"4,240,477,500","20,423,083,000"
2017/7/28,1304.333,1340.958,1297.692,1338.45,2.25%,3.31%,"2,505,106,700","11,364,288,900"
2017/7/27,1312.738,1333.126,1303.272,1308.956,-0.26%,2.27%,"2,490,138,900","11,832,594,300"
2017/7/26,1312.227,1321.162,1302.398,1312.42,0.28%,1.43%,"1,816,918,000","8,481,616,400"
2017/7/25,1309.766,1313.684,1285.815,1308.752,-0.05%,2.13%,"1,838,458,100","8,714,479,700"
2017/7/24,1304.314,1323.295,1300.726,1309.351,0.05%,1.72%,"1,707,123,000","8,307,032,400"
2017/7/21,1306.9,1309.387,1299.313,1308.712,-0.42%,0.77%,"1,545,657,800","7,405,920,900"
2017/7/20,1326.653,1331.387,1309.326,1314.189,-0.61%,1.67%,"2,159,384,000","10,379,587,400"
2017/7/19,1271.728,1323.472,1271.728,1322.302,4.00%,4.07%,"3,163,386,100","14,290,857,000"
2017/7/18,1218.766,1271.473,1218.766,1271.473,4.01%,4.31%,"1,895,798,700","8,147,115,300"
2017/7/17,1266.834,1267.557,1202.741,1222.477,-3.81%,5.10%,"1,904,957,300","8,357,485,400"
2017/7/14,1271.335,1276.225,1263.279,1270.954,0.03%,1.02%,"1,260,680,470","5,771,273,500"
2017/7/13,1254.946,1278.39,1254.595,1270.582,1.55%,1.90%,"1,662,366,000","7,515,042,700"
2017/7/12,1251.186,1262.134,1220.674,1251.238,0.23%,3.32%,"1,481,466,400","7,515,308,900"
2017/7/11,1275.366,1280.036,1247.393,1248.409,-2.03%,2.56%,"1,638,349,200","8,817,800,700"
2017/7/10,1246.535,1290.257,1245.855,1274.235,2.52%,3.57%,"2,384,215,000","12,205,275,300"
2017/7/7,1220.613,1242.906,1216.323,1242.906,1.39%,2.17%,"1,651,658,600","7,694,205,400"
2017/7/6,1204.347,1225.809,1204.275,1225.809,1.79%,1.79%,"1,508,477,900","7,452,301,900"
2017/7/5,1190.821,1204.242,1190.821,1204.234,1.09%,1.13%,"1,103,878,460","5,643,813,200"
2017/7/4,1206.454,1206.716,1186.878,1191.236,-1.40%,1.64%,"1,318,954,840","6,361,503,000"
2017/7/3,1163.329,1209.354,1163.329,1208.1,4.05%,3.96%,"2,002,177,100","9,350,674,200"
2017/6/30,1160.61,1165.53,1155.12,1161.084,-0.31%,0.89%,"714,866,530","3,459,408,300"
2017/6/29,1160.071,1166.38,1160.004,1164.718,0.45%,0.55%,"902,037,730","4,298,022,000"
2017/6/28,1149.815,1169.115,1148.491,1159.495,0.49%,1.79%,"1,482,609,700","6,951,505,100"
2017/6/27,1146.08,1156.632,1144.014,1153.812,0.47%,1.10%,"1,112,139,990","5,269,917,700"
2017/6/26,1120.21,1148.942,1119.708,1148.365,2.42%,2.61%,"1,030,049,740","4,831,371,000"
2017/6/23,1118.109,1123.874,1104.271,1121.228,0.12%,1.75%,"1,033,039,370","4,719,744,200"
2017/6/22,1142.949,1142.949,1119.861,1119.861,-2.13%,2.02%,"1,028,664,460","5,255,877,000"
2017/6/21,1136.877,1155.458,1136.404,1144.272,0.37%,1.67%,"1,124,263,280","5,888,638,600"
2017/6/20,1135.176,1152.745,1132.373,1140.005,0.44%,1.79%,"1,192,223,430","6,087,702,700"
2017/6/19,1109.809,1134.964,1109.809,1134.964,2.09%,2.26%,"990,225,190","4,745,440,900"
2017/6/16,1114.64,1117.693,1110.221,1111.723,-0.34%,0.67%,"810,045,510","3,850,802,100"
2017/6/15,1100.504,1115.922,1100.451,1115.463,0.94%,1.40%,"846,926,440","4,196,926,100"
2017/6/14,1098.3,1110.654,1095.119,1105.118,0.48%,1.41%,"831,004,940","4,284,369,600"
2017/6/13,1082.536,1100.777,1081.983,1099.79,1.32%,1.73%,"758,225,920","3,818,738,300"
2017/6/12,1099.172,1099.591,1084.798,1085.502,-1.78%,1.34%,"849,438,420","4,356,602,400"
2017/6/9,1107.074,1108.261,1097.282,1105.156,-0.43%,0.99%,"842,874,530","4,105,984,000"
2017/6/8,1108.849,1114.226,1107.188,1109.89,-0.10%,0.63%,"943,748,020","4,717,017,100"
2017/6/7,1091.196,1111.252,1091.119,1111.003,1.78%,1.84%,"1,154,214,870","5,416,426,300"
2017/6/6,1084.17,1091.597,1080.82,1091.597,0.28%,0.99%,"675,542,190","3,197,873,600"
2017/6/5,1085.87,1092.941,1084.763,1088.537,0.14%,0.75%,"664,544,260","3,378,621,100"
2017/6/2,1070.841,1088.895,1064.077,1087.034,0.99%,2.31%,"754,558,830","3,744,370,500"
2017/6/1,1100.341,1101.213,1076.252,1076.376,-2.70%,2.26%,"1,008,908,650","5,013,189,700"
2017/5/31,1125.13,1129.73,1105.687,1106.275,-1.15%,2.15%,"921,296,230","4,886,553,900"
2017/5/26,1120.649,1129.904,1118.51,1119.107,-0.34%,1.01%,"1,086,781,430","6,218,414,400"
2017/5/25,1097.95,1123.052,1095.991,1122.978,2.23%,2.46%,"1,242,891,420","6,771,022,500"
2017/5/24,1083.952,1098.518,1068.439,1098.518,0.55%,2.75%,"985,767,250","5,213,798,500"
2017/5/23,1117.623,1119.52,1090.717,1092.473,-2.52%,2.57%,"1,335,400,800","7,386,669,600"
2017/5/22,1117.596,1141.025,1117.596,1120.715,0.61%,2.10%,"1,484,407,300","8,090,202,800"
2017/5/19,1108.164,1119.712,1107.316,1113.92,0.64%,1.12%,"1,041,101,620","5,691,112,300"
2017/5/18,1105.124,1121.988,1100.545,1106.836,-0.89%,1.92%,"1,220,262,210","6,643,006,200"
2017/5/17,1099.612,1121.775,1098.693,1116.813,1.29%,2.09%,"1,772,554,700","9,964,241,700"
2017/5/16,1077.91,1102.626,1066.181,1102.626,2.06%,3.37%,"1,484,358,700","7,953,930,900"
2017/5/15,1083.947,1089.295,1079.25,1080.406,-0.33%,0.93%,"925,019,420","5,100,913,900"
2017/5/12,1084.091,1090.97,1073.065,1083.983,-0.71%,1.64%,"1,234,821,560","6,788,489,400"
2017/5/11,1095.187,1096.566,1063.366,1091.771,-1.35%,3.00%,"1,509,750,600","7,734,571,300"
2017/5/10,1136.382,1141.694,1106.674,1106.674,-2.77%,3.08%,"1,304,913,060","7,179,153,100"
2017/5/9,1134.761,1138.735,1119.642,1138.241,-0.24%,1.67%,"1,093,330,900","6,049,083,200"
2017/5/8,1159.651,1162.782,1140.901,1141.017,-1.62%,1.89%,"1,623,954,400","9,426,870,700"
2017/5/5,1168.586,1170.459,1156.177,1159.767,-0.93%,1.22%,"1,743,775,400","10,849,597,000"
2017/5/4,1160.522,1185.543,1158.877,1170.615,0.64%,2.29%,"1,671,024,600","9,058,554,700"
2017/5/3,1164.299,1170.84,1157.214,1163.209,-0.40%,1.17%,"1,600,556,200","8,529,360,200"
2017/5/2,1163.422,1170.335,1158.049,1167.92,0.15%,1.05%,"1,779,462,900","9,571,513,600"
2017/4/28,1133.923,1166.698,1132.37,1166.129,2.59%,3.02%,"2,244,730,700","11,581,783,700"
2017/4/27,1137.981,1139.806,1108.134,1136.689,-0.35%,2.78%,"1,560,587,900","7,854,235,900"
2017/4/26,1140.943,1145.111,1134.189,1140.681,-0.44%,0.95%,"1,597,999,500","8,214,184,300"
2017/4/25,1142.071,1155.307,1137.925,1145.684,0.41%,1.52%,"1,428,239,600","7,455,377,000"
2017/4/24,1176.528,1176.725,1137.664,1141.044,-3.21%,3.31%,"1,252,752,910","6,221,016,900"
2017/4/21,1172.977,1185.972,1172.072,1178.886,0.93%,1.19%,"1,357,450,200","6,947,650,900"
2017/4/20,1178.97,1187.842,1156.462,1168.023,-0.99%,2.66%,"1,742,718,600","8,920,608,700"
2017/4/19,1212.203,1212.203,1169.667,1179.702,-3.21%,3.49%,"1,905,741,800","10,245,296,900"
2017/4/18,1238.401,1243.243,1218.784,1218.784,-1.83%,1.97%,"1,892,259,300","10,967,309,300"
2017/4/17,1263.182,1263.182,1234.305,1241.546,-2.26%,2.27%,"2,203,539,700","12,819,191,700"
2017/4/14,1283.558,1285.848,1266.151,1270.21,-0.90%,1.54%,"2,748,256,000","16,455,685,000"
2017/4/13,1273.57,1286.898,1273.357,1281.746,0.34%,1.06%,"2,862,561,400","18,156,403,000"
2017/4/12,1295.489,1298.002,1275.964,1277.445,-1.86%,1.69%,"4,158,733,600","25,059,483,000"
2017/4/11,1285.338,1303.184,1280.832,1301.638,1.61%,1.74%,"2,752,703,100","17,109,704,000"
2017/4/10,1268.346,1286.293,1266.293,1281.009,1.16%,1.58%,"2,550,786,800","14,991,040,000"
2017/4/7,1272.078,1272.516,1261.605,1266.337,-0.35%,0.86%,"1,999,036,000","11,786,401,400"
2017/4/6,1270.115,1273.715,1265.208,1270.763,0.96%,0.68%,"1,060,911,250","5,322,454,100"
2017/4/5,1249.432,1258.697,1243.509,1258.697,2.59%,1.24%,"1,243,899,770","6,321,670,700"
2017/3/31,1218.693,1232.934,1212.596,1226.924,0.62%,1.67%,"897,341,530","4,673,238,900"
2017/3/30,1237.245,1244.592,1215.631,1219.39,-1.56%,2.34%,"1,120,514,470","5,631,463,000"
2017/3/29,1225.318,1250.685,1219.114,1238.74,1.20%,2.58%,"1,198,472,850","5,770,897,000"
2017/3/28,1221.269,1224.896,1216.967,1224.01,0.08%,0.65%,"638,680,520","3,252,714,200"
2017/3/27,1227.001,1227.834,1219.519,1222.998,-0.59%,0.68%,"806,167,810","3,956,877,100"
2017/3/24,1217.608,1230.631,1209.14,1230.252,0.87%,1.76%,"1,147,689,140","5,180,227,400"
2017/3/23,1213.843,1228.725,1205.816,1219.612,0.60%,1.89%,"863,820,780","4,346,071,100"
2017/3/22,1228.973,1228.973,1209.909,1212.296,-1.92%,1.54%,"1,011,224,890","4,962,088,500"
2017/3/21,1243.964,1244.67,1231.27,1236.08,-0.76%,1.08%,"736,628,780","3,784,716,400"
2017/3/20,1247.935,1253.311,1235.641,1245.486,-0.10%,1.42%,"709,563,480","3,658,568,000"
2017/3/17,1269.013,1269.013,1244.851,1246.733,-1.79%,1.90%,"957,507,320","4,741,198,300"
2017/3/16,1259.085,1269.407,1257.611,1269.407,0.93%,0.94%,"866,645,740","4,280,387,500"
2017/3/15,1250.706,1264.085,1250.231,1257.654,0.48%,1.11%,"831,667,810","3,951,447,300"
2017/3/14,1250.491,1264.416,1248.335,1251.612,0.11%,1.29%,"891,628,510","4,387,583,400"
2017/3/13,1239.831,1250.489,1227.246,1250.275,0.72%,1.87%,"803,245,410","4,028,462,100"
2017/3/10,1238.72,1252.149,1238.635,1241.329,0.09%,1.09%,"811,614,870","4,088,114,900"
2017/3/9,1247.983,1247.983,1227.706,1240.217,-0.87%,1.62%,"945,267,800","4,883,106,100"
2017/3/8,1260.47,1260.644,1246.658,1251.132,-0.67%,1.11%,"908,618,350","4,616,011,100"
2017/3/7,1266.089,1266.698,1256.292,1259.558,-0.24%,0.82%,"824,110,140","4,132,936,800"
2017/3/6,1246.533,1262.778,1246.533,1262.649,1.31%,1.30%,"754,976,520","3,822,714,900"
2017/3/3,1254.587,1254.587,1242.575,1246.318,-1.25%,0.95%,"938,208,030","4,626,618,800"
2017/3/2,1274.057,1283.155,1261.547,1262.072,-0.50%,1.70%,"972,509,390","4,926,588,700"
2017/3/1,1260.089,1275.039,1260.089,1268.458,0.35%,1.18%,"1,031,978,550","5,371,052,200"
2017/2/28,1264.552,1267.597,1253.737,1264.012,-0.31%,1.09%,"977,941,820","5,067,444,900"
2017/2/27,1287.434,1290.686,1265.735,1267.903,-1.17%,1.94%,"1,527,265,800","8,337,529,700"
2017/2/24,1286.824,1287.563,1266.503,1282.944,-0.79%,1.63%,"1,280,190,860","6,008,531,300"
2017/2/23,1312.445,1316.841,1283.089,1293.151,-1.95%,2.56%,"1,636,894,600","7,904,643,600"
2017/2/22,1292.734,1320.138,1288.422,1318.844,1.96%,2.45%,"1,869,265,900","9,450,916,400"
2017/2/21,1290.813,1301.876,1287.694,1293.548,0.67%,1.10%,"1,466,255,000","7,090,786,300"
2017/2/20,1257.113,1285.353,1257.113,1284.981,2.29%,2.25%,"1,541,038,600","7,458,797,800"
2017/2/17,1270.587,1275.659,1253.308,1256.182,-1.65%,1.75%,"1,633,965,800","7,497,023,100"
2017/2/16,1262.029,1286.546,1262.029,1277.21,0.66%,1.93%,"2,000,305,000","8,737,552,500"
2017/2/15,1287.352,1293.411,1264.482,1268.872,-1.94%,2.24%,"2,168,422,500","10,415,160,600"
2017/2/14,1266.028,1300.939,1263.22,1293.966,2.06%,2.98%,"2,192,788,500","9,882,048,800"
2017/2/13,1276.606,1282.692,1261.98,1267.839,-0.31%,1.63%,"2,182,681,200","9,907,841,300"
2017/2/10,1224.831,1284.558,1224.569,1271.791,3.88%,4.90%,"2,779,221,700","12,906,864,500"
2017/2/9,1200.781,1234.437,1200.523,1224.263,1.85%,2.82%,"1,649,490,100","7,309,095,300"
2017/2/8,1189.695,1201.983,1181.761,1201.983,0.63%,1.69%,"721,869,590","3,617,348,400"
2017/2/7,1184.422,1199.31,1181.623,1194.517,0.58%,1.49%,"814,466,430","4,131,760,000"
2017/2/6,1186.838,1188.199,1172.55,1187.646,-0.25%,1.31%,"732,587,210","3,447,292,000"
2017/2/3,1197.927,1200.115,1183.364,1190.665,-1.00%,1.39%,"664,075,020","3,165,633,500"
2017/1/26,1188.486,1203.879,1188.444,1202.649,1.29%,1.30%,"829,752,010","3,832,232,600"
2017/1/25,1193.91,1196.64,1184.312,1187.341,-0.59%,1.03%,"872,054,000","4,339,376,300"
2017/1/24,1169.425,1203.575,1167.126,1194.379,2.05%,3.11%,"1,387,981,500","6,339,243,500"
2017/1/23,1155.519,1172.316,1155.519,1170.386,1.07%,1.45%,"1,018,868,300","4,762,982,600"
2017/1/20,1141.111,1162.226,1140.997,1157.995,1.28%,1.86%,"966,974,690","4,439,757,100"
2017/1/19,1158.845,1158.845,1142.621,1143.398,-1.80%,1.39%,"993,241,540","4,762,895,300"
2017/1/18,1132.098,1164.356,1128.728,1164.356,2.51%,3.14%,"1,413,404,400","6,490,218,400"
2017/1/17,1119.043,1136.001,1109.645,1135.846,0.90%,2.34%,"876,608,010","4,049,835,400"
2017/1/16,1145.624,1151.853,1089.605,1125.676,-1.54%,5.44%,"1,537,639,300","6,802,909,400"
2017/1/13,1162.326,1164.473,1141.572,1143.259,-1.88%,1.97%,"982,751,280","4,831,063,900"
2017/1/12,1184.49,1196.943,1163.764,1165.156,-1.91%,2.79%,"1,380,271,900","6,885,604,400"
2017/1/11,1182.265,1223.753,1182.053,1187.89,0.31%,3.52%,"1,768,694,800","8,640,556,000"
2017/1/10,1168.922,1193.703,1168.401,1184.168,1.13%,2.16%,"1,374,174,400","6,757,338,000"
2017/1/9,1155.545,1170.994,1152.908,1170.994,1.14%,1.56%,"948,017,110","4,688,644,700"
2017/1/6,1151.886,1163.274,1151.607,1157.819,0.27%,1.01%,"1,013,740,320","4,941,763,100"
2017/1/5,1152.406,1158.452,1149.901,1154.753,0.12%,0.74%,"777,703,570","4,274,191,800"
2017/1/4,1135.11,1153.361,1134.743,1153.361,1.52%,1.64%,"873,916,750","4,651,410,100"
2017/1/3,1121.19,1136.172,1121.19,1136.136,1.32%,1.34%,"780,142,090","4,024,100,900"
2016/12/30,1117.219,1126.62,1116.786,1121.377,0.05%,0.88%,"694,523,500","3,777,468,200"
2016/12/29,1108.796,1128.336,1108.058,1120.835,0.74%,1.82%,"795,395,210","4,367,016,900"
2016/12/28,1114.346,1121.97,1107.507,1112.616,-0.25%,1.30%,"624,296,360","3,303,518,400"
2016/12/27,1114.845,1122.562,1114.16,1115.35,-0.22%,0.75%,"707,585,700","3,717,399,000"
2016/12/26,1115.958,1117.766,1097.154,1117.766,-0.29%,1.84%,"900,899,770","4,319,857,100"
2016/12/23,1132.488,1133.88,1118.933,1121.021,-1.29%,1.32%,"878,003,840","4,615,576,000"
2016/12/22,1127.519,1136.367,1124.023,1135.675,0.61%,1.09%,"892,771,380","4,797,514,100"
2016/12/21,1120.534,1130.344,1119.307,1128.793,0.95%,0.99%,"903,141,740","4,969,832,700"
2016/12/20,1138.936,1138.936,1111.919,1118.153,-1.95%,2.37%,"928,379,160","5,018,036,500"
2016/12/19,1136.254,1144.374,1129.538,1140.352,0.17%,1.30%,"819,162,250","4,479,086,900"
2016/12/16,1138.606,1149.088,1135.872,1138.379,-0.08%,1.16%,"938,760,600","5,657,688,200"
2016/12/15,1117.912,1139.252,1117.499,1139.252,1.08%,1.93%,"1,151,349,730","5,934,820,200"
2016/12/14,1143.276,1144.926,1125.428,1127.117,-2.11%,1.69%,"1,418,129,000","7,136,498,000"
2016/12/13,1119.95,1152.052,1107.281,1151.451,2.10%,3.97%,"1,545,962,200","7,538,101,900"
2016/12/12,1172.152,1187.801,1125.906,1127.731,-3.19%,5.31%,"2,076,481,300","9,827,308,000"
2016/12/9,1165.203,1174.056,1152.724,1164.891,-0.43%,1.82%,"1,433,636,000","6,991,490,000"
2016/12/8,1181.086,1185.121,1167.101,1169.961,-0.44%,1.53%,"1,623,866,700","8,061,320,300"
2016/12/7,1131.153,1175.372,1130.468,1175.171,4.12%,3.98%,"1,888,958,200","8,635,816,000"
2016/12/6,1141.045,1143.2,1127.11,1128.654,-0.79%,1.41%,"894,705,340","4,289,299,000"
2016/12/5,1128.527,1148.618,1125.954,1137.674,-0.50%,1.98%,"1,069,771,450","5,121,800,100"
2016/12/2,1150.507,1164.27,1137.75,1143.391,-0.84%,2.30%,"1,400,944,800","6,436,467,400"
2016/12/1,1132.026,1153.23,1128.674,1153.069,1.96%,2.17%,"1,203,122,790","5,541,009,800"
2016/11/30,1145.495,1147.113,1125.886,1130.895,-2.15%,1.84%,"1,446,653,600","6,658,389,200"
2016/11/29,1143.454,1179.364,1141.463,1155.743,0.63%,3.30%,"2,484,958,600","11,334,076,400"
2016/11/28,1147.97,1153.26,1143.294,1148.507,-0.12%,0.87%,"1,548,157,200","6,870,616,800"
2016/11/25,1124.806,1150.262,1113.485,1149.925,2.24%,3.27%,"1,960,184,900","8,880,703,300"
2016/11/24,1116.408,1130.181,1115.736,1124.694,0.44%,1.29%,"1,258,471,520","5,927,493,600"
2016/11/23,1129.533,1135.632,1114.641,1119.767,-0.25%,1.87%,"1,504,442,600","7,222,411,500"
2016/11/22,1101.211,1124.182,1100.845,1122.536,2.29%,2.13%,"1,645,046,000","7,042,031,100"
2016/11/21,1083.594,1103.011,1081.642,1097.37,1.17%,1.97%,"1,062,213,320","4,785,342,000"
2016/11/18,1092.597,1097.012,1082.562,1084.715,-0.91%,1.32%,"917,455,910","4,184,915,600"
2016/11/17,1085.821,1095.547,1081.066,1094.64,0.53%,1.33%,"974,771,370","4,448,210,600"
2016/11/16,1091.276,1091.859,1080.994,1088.833,-0.46%,0.99%,"1,431,743,400","5,924,356,800"
2016/11/15,1102.212,1109.898,1090.628,1093.828,-0.85%,1.75%,"1,590,308,100","6,970,284,500"
2016/11/14,1081.433,1104.699,1079.285,1103.242,1.00%,2.33%,"2,249,900,200","9,833,494,200"
2016/11/11,1067.507,1092.283,1066.691,1092.283,2.58%,2.40%,"2,419,939,600","10,324,690,400"
2016/11/10,1059.206,1068.453,1059.206,1064.845,1.33%,0.88%,"1,373,456,200","5,735,982,300"
2016/11/9,1054.385,1057.444,1037.931,1050.834,-0.37%,1.85%,"1,046,709,870","4,767,887,200"
2016/11/8,1057.27,1058.783,1047.419,1054.772,-0.07%,1.08%,"869,152,520","4,096,415,600"
2016/11/7,1036.174,1055.511,1033.895,1055.511,1.89%,2.09%,"1,103,319,330","4,725,995,200"
2016/11/4,1035.621,1040.667,1032.51,1035.932,-0.09%,0.79%,"638,505,940","3,052,580,100"
2016/11/3,1026.35,1039.959,1024.7,1036.9,0.57%,1.48%,"752,540,330","3,506,776,900"
2016/11/2,1038.594,1038.594,1029.669,1030.989,-1.04%,0.86%,"752,277,020","3,551,367,600"
2016/11/1,1033.131,1041.962,1032.152,1041.824,0.89%,0.95%,"565,745,360","2,683,679,800"
2016/10/31,1035.646,1035.646,1027.994,1032.668,-0.59%,0.74%,"576,303,550","2,708,355,700"
2016/10/28,1053.771,1055.319,1038.515,1038.832,-1.71%,1.59%,"757,320,090","3,635,555,800"
2016/10/27,1056.906,1057.645,1050.522,1056.869,-0.10%,0.67%,"811,105,640","4,018,294,000"
2016/10/26,1061.714,1062.492,1052.016,1057.927,-0.37%,0.99%,"1,046,610,980","5,050,640,600"
2016/10/25,1051.127,1061.82,1050.812,1061.82,1.29%,1.05%,"1,429,413,100","6,554,620,600"
2016/10/24,1028.936,1048.605,1028.02,1048.331,1.85%,2.00%,"1,469,733,100","6,081,391,900"
2016/10/21,1029.829,1035.243,1021.445,1029.255,-0.29%,1.34%,"781,494,850","3,620,937,900"
2016/10/20,1032.275,1034.279,1027.671,1032.249,-0.03%,0.64%,"735,178,020","3,466,368,600"
2016/10/19,1036.771,1040.258,1029.693,1032.524,-0.32%,1.02%,"828,718,970","3,960,066,300"
2016/10/18,1023.611,1035.906,1019.741,1035.804,0.81%,1.57%,"895,994,910","4,601,579,600"
2016/10/17,1036.338,1042.139,1023.877,1027.447,-0.23%,1.77%,"988,813,160","5,779,450,000"
2016/10/14,1034.399,1034.882,1020.271,1029.816,-0.38%,1.41%,"894,976,200","5,030,142,800"
2016/10/13,1022.428,1035.138,1021.476,1033.779,1.39%,1.34%,"936,554,070","4,711,268,900"
2016/10/12,1021.453,1022.718,1015.984,1019.573,-0.58%,0.66%,"824,983,460","3,951,859,200"
2016/10/11,1020.842,1025.555,1015.564,1025.521,0.94%,0.98%,"1,317,541,450","5,920,304,200"
2016/10/10,1011.027,1017.165,1007.909,1015.937,2.08%,0.93%,"704,124,320","3,170,884,700"
2016/9/30,990.843,996.26,987.727,995.269,0.39%,0.86%,"440,952,060","2,096,299,200"
2016/9/29,988.087,996.875,988.087,991.374,-0.23%,0.88%,"547,826,120","2,800,092,800"
2016/9/28,991.881,996.952,988.316,993.681,0.16%,0.87%,"378,896,010","2,136,769,300"
2016/9/27,987.839,992.248,976.852,992.138,0.00%,1.55%,"463,320,410","2,309,720,400"
2016/9/26,1017.849,1018.528,991.836,992.101,-2.67%,2.62%,"646,156,830","3,186,387,600"
2016/9/23,1020.377,1028.066,1018.643,1019.359,0.17%,0.93%,"605,073,320","3,105,102,600"
2016/9/22,1015.745,1018.641,1011.985,1017.663,0.24%,0.66%,"637,782,070","2,979,341,700"
2016/9/21,1000.995,1033.53,1000.995,1015.219,1.44%,3.25%,"928,311,310","4,221,930,000"
2016/9/20,1004.332,1004.532,996.313,1000.764,-0.15%,0.82%,"528,817,920","2,567,151,900"
