时间,开盘,最高,最低,收盘,涨幅,振幅,总手,金额
2012/8/22,749.483,750.309,741.718,743.986,-0.96%,1.14%,"272,790,010","1,182,094,240"
2012/8/21,745.623,751.211,742.446,751.211,0.59%,1.17%,"296,519,730","1,347,443,400"
2012/8/20,750.578,750.578,739.076,746.818,-0.70%,1.53%,"288,205,640","1,277,027,180"
2012/8/17,743.896,752.193,743.811,752.083,0.85%,1.12%,"261,929,860","1,211,092,890"
2012/8/16,750.18,750.93,745.237,745.745,-0.59%,0.76%,"256,794,080","1,168,308,870"
2012/8/15,754.682,755.796,749.043,750.18,-0.99%,0.89%,"355,006,330","1,685,997,600"
2012/8/14,754.845,757.713,743.198,757.713,0.41%,1.92%,"436,873,510","1,972,095,200"
2012/8/13,766.38,766.38,753.726,754.584,-1.73%,1.65%,"529,859,410","2,404,974,000"
2012/8/10,766.663,771.057,760.984,767.887,0.45%,1.32%,"498,678,130","2,496,920,200"
2012/8/9,757.514,764.907,754.1,764.447,0.75%,1.42%,"352,876,890","1,637,361,600"
2012/8/8,764.422,765.364,756.186,758.791,-1.17%,1.20%,"295,846,670","1,318,061,240"
2012/8/7,756.067,772.131,752.997,767.749,1.40%,2.53%,"483,521,440","2,181,358,500"
2012/8/6,742.477,757.737,741.027,757.127,1.61%,2.24%,"412,393,410","1,818,728,000"
2012/8/3,737.241,745.16,734.249,745.16,0.83%,1.48%,"284,765,730","1,097,342,740"
2012/8/2,730.711,752.698,730.711,739.031,0.84%,3.00%,"362,279,770","1,284,524,890"
2012/8/1,721.904,736.382,721.904,732.91,1.18%,2.00%,"225,839,100","876,145,740"
2012/7/31,731.038,735.118,721.863,724.367,-1.31%,1.81%,"254,426,510","941,343,100"
2012/7/30,741.581,743.99,730.191,733.974,-1.28%,1.86%,"304,820,010","1,179,621,890"
2012/7/27,746.444,749.043,740.671,743.509,-0.58%,1.12%,"259,110,030","988,214,840"
2012/7/26,740.572,757.486,740.183,747.82,0.80%,2.33%,"452,073,070","1,702,482,600"
2012/7/25,748.773,748.773,740.251,741.885,-1.17%,1.14%,"256,768,640","907,456,310"
2012/7/24,735.892,758.385,735.892,750.65,1.36%,3.04%,"278,340,200","1,031,136,580"
2012/7/23,749.727,749.727,735.37,740.551,-1.24%,1.91%,"267,587,210","1,013,535,880"
2012/7/20,752.181,757.719,747.966,749.845,-0.28%,1.30%,"228,888,670","900,486,150"
2012/7/19,747.492,756.425,742.537,751.947,0.25%,1.85%,"264,447,780","1,065,308,320"
2012/7/18,736.92,753.325,732.179,750.084,1.69%,2.87%,"252,901,950","982,379,300"
2012/7/17,731.143,737.878,730.6,737.634,0.59%,0.99%,"149,569,610","565,105,540"
2012/7/16,757.641,757.703,731.909,733.289,-3.24%,3.40%,"264,844,870","990,505,400"
2012/7/13,759.765,764.243,756.048,757.866,-0.25%,1.08%,"274,613,510","1,138,196,300"
2012/7/12,754.434,762.635,745.826,759.793,0.25%,2.22%,"278,086,570","1,090,287,930"
2012/7/11,748.187,759.96,746.716,757.926,1.17%,1.77%,"226,222,510","878,586,450"
2012/7/10,754.387,755.494,747.424,749.151,-0.86%,1.07%,"183,624,170","660,496,180"
2012/7/9,775.59,775.59,754.653,755.683,-3.16%,2.68%,"219,235,540","855,021,580"
2012/7/6,773.37,780.492,762.399,780.314,1.45%,2.35%,"240,509,310","949,551,170"
2012/7/5,788.962,788.962,767.644,769.194,-2.58%,2.70%,"205,941,340","857,104,770"
2012/7/4,797.676,797.676,787.931,789.547,-0.53%,1.23%,"142,742,920","609,544,410"
2012/7/3,794.76,800.13,791.046,793.771,-0.13%,1.14%,"199,704,100","847,369,080"
2012/7/2,796.749,797.656,792.412,794.822,0.14%,0.66%,"233,679,910","989,146,730"
2012/6/29,786.903,794.561,779.58,793.71,0.46%,1.90%,"275,197,880","1,069,749,300"
2012/6/28,801.382,803.023,789.295,790.064,-1.28%,1.72%,"230,485,330","952,303,050"
2012/6/27,807.733,810.244,800.17,800.315,-0.97%,1.25%,"178,181,930","774,809,040"
2012/6/26,809.815,809.815,798.723,808.166,-1.70%,1.35%,"246,914,230","1,140,470,550"
2012/6/25,835.465,835.465,821.725,822.182,-1.72%,1.64%,"191,170,180","891,503,130"
2012/6/21,850.962,851.062,835.239,836.53,-1.78%,1.86%,"208,423,390","950,597,980"
2012/6/20,855.655,857.342,851.383,851.709,-0.37%,0.70%,"164,456,830","826,052,490"
2012/6/19,860.66,860.66,852.523,854.878,-0.70%,0.95%,"206,547,770","1,099,424,040"
2012/6/18,860.021,864.282,859.475,860.93,0.41%,0.56%,"210,364,760","1,119,809,040"
2012/6/15,858.376,860.291,849.474,857.456,-0.05%,1.26%,"245,186,590","1,293,432,490"
2012/6/14,862.71,866.482,856.765,857.891,-0.75%,1.12%,"284,238,840","1,554,050,200"
2012/6/13,856.195,864.386,853.396,864.386,1.05%,1.28%,"271,422,970","1,411,501,700"
2012/6/12,861.743,861.743,854.272,855.418,-1.19%,0.86%,"246,416,790","1,228,969,540"
2012/6/11,857.697,866.816,852.795,865.757,0.99%,1.64%,"294,008,150","1,677,639,800"
2012/6/8,865.524,866.761,855.551,857.271,-0.34%,1.30%,"208,034,120","985,114,110"
2012/6/7,869.836,872.687,858.135,860.202,-0.39%,1.69%,"225,880,070","1,133,387,180"
2012/6/6,869.997,871.963,860.55,863.534,-0.87%,1.31%,"172,559,820","866,729,030"
2012/6/5,873.005,876.075,869.883,871.1,-0.62%,0.71%,"170,102,470","838,822,340"
2012/6/4,892.386,892.386,875.711,876.506,-3.15%,1.84%,"311,522,330","1,462,584,400"
2012/6/1,911.271,914.463,902,904.971,-0.29%,1.37%,"368,962,560","2,106,436,700"
2012/5/31,910.727,912.617,904.393,907.615,-1.01%,0.90%,"368,720,660","2,070,406,200"
2012/5/30,918.734,922.095,914.206,916.872,-0.04%,0.86%,"431,222,950","2,370,451,000"
2012/5/29,911.567,919.868,908.114,917.262,0.85%,1.29%,"656,346,300","3,673,687,900"
2012/5/28,884.893,909.625,884.106,909.517,2.67%,2.88%,"686,396,740","3,101,606,900"
2012/5/25,878.91,896.784,873.576,885.889,0.75%,2.64%,"444,786,490","1,991,916,600"
2012/5/24,882.898,887.405,876.513,879.33,-0.64%,1.23%,"246,555,590","1,290,944,590"
2012/5/23,893.548,894.133,879.109,885.021,-1.14%,1.68%,"317,951,470","1,719,785,200"
2012/5/22,892.02,895.21,889.52,895.21,0.48%,0.64%,"301,120,690","1,554,299,000"
2012/5/21,890.668,895.677,884.205,890.938,0.31%,1.29%,"385,933,270","1,961,596,200"
2012/5/18,890.615,900.672,885.255,888.223,-0.60%,1.73%,"363,394,920","1,925,221,900"
2012/5/17,885.643,896.163,879.686,893.587,0.93%,1.86%,"422,555,040","2,502,691,100"
2012/5/16,892.897,894.779,884.962,885.326,-1.04%,1.10%,"357,971,920","2,102,856,900"
2012/5/15,899.313,899.313,886.537,894.649,-1.06%,1.41%,"391,913,270","2,236,470,200"
2012/5/14,916.725,918.327,902.743,904.263,-0.79%,1.71%,"535,451,930","3,268,262,600"
2012/5/11,922.274,922.274,910.545,911.469,-1.43%,1.27%,"509,983,570","3,210,443,300"
2012/5/10,914.732,931.973,914.378,924.702,1.01%,1.92%,"688,321,750","4,317,373,200"
2012/5/9,922.334,924.917,911.044,915.462,-1.40%,1.49%,"546,791,620","3,198,665,500"
2012/5/8,931.103,931.944,922.461,928.472,-0.57%,1.02%,"509,245,820","3,011,009,500"
2012/5/7,932.125,933.793,922.395,933.765,0.01%,1.22%,"561,644,280","3,470,984,600"
2012/5/4,928.272,934.524,924.929,933.626,0.83%,1.04%,"579,727,510","3,440,234,800"
2012/5/3,923.209,929.774,921.537,925.954,-0.02%,0.89%,"404,814,860","2,394,201,400"
2012/5/2,919.145,929.766,914.394,926.167,1.32%,1.68%,"621,764,010","3,521,232,600"
2012/4/27,917.083,927.502,908.124,914.118,-0.62%,2.11%,"403,124,530","2,278,040,500"
2012/4/26,925.166,925.166,916.194,919.821,-0.25%,0.97%,"370,907,340","2,074,430,600"
2012/4/25,905.496,924.146,901.821,922.132,1.78%,2.46%,"480,276,570","2,737,734,500"
2012/4/24,916.375,922.21,889.501,906.034,-2.05%,3.54%,"519,036,270","2,843,360,800"
2012/4/23,926.097,930.695,919.738,925.014,-0.38%,1.18%,"462,738,060","2,751,744,800"
2012/4/20,918.96,929.808,916.883,928.506,0.85%,1.40%,"455,001,380","2,742,733,900"
2012/4/19,923.328,926.191,917.538,920.664,-0.68%,0.93%,"395,959,560","2,274,939,700"
2012/4/18,911.93,927.099,908.242,926.956,1.73%,2.07%,"506,455,000","2,816,451,000"
2012/4/17,918.816,925.62,908.624,911.179,-1.11%,1.84%,"436,570,830","2,423,040,800"
2012/4/16,911.361,923.41,909.693,921.395,0.32%,1.49%,"418,253,810","2,396,082,900"
2012/4/13,912.297,922.753,909.413,918.433,1.01%,1.47%,"400,055,600","2,425,511,700"
2012/4/12,895.278,909.789,891.061,909.24,1.57%,2.09%,"448,034,480","2,601,555,500"
2012/4/11,887.12,897.806,882.716,895.202,-0.20%,1.68%,"333,579,580","1,982,325,700"
2012/4/10,889.439,897.016,870.71,897.016,0.46%,2.95%,"484,795,140","2,934,632,600"
2012/4/9,891.223,906.317,884.822,892.931,-0.06%,2.41%,"513,048,510","3,295,410,800"
2012/4/6,886.632,898.768,884.768,893.43,0.66%,1.58%,"456,689,260","2,706,915,600"
2012/4/5,866.279,888.133,864.573,887.58,2.36%,2.72%,"405,109,530","2,166,540,600"
2012/3/30,870.818,876.03,860.552,867.121,-0.38%,1.78%,"336,988,530","1,844,939,800"
2012/3/29,882.786,882.826,864.171,870.423,-1.84%,2.10%,"492,714,500","2,668,066,700"
2012/3/28,924.275,924.419,883.797,886.775,-4.44%,4.38%,"515,872,000","2,849,399,700"
2012/3/27,932.68,936.502,926.6,927.969,-0.18%,1.07%,"388,517,960","2,443,301,900"
2012/3/26,932.542,935.115,924.54,929.607,-0.37%,1.13%,"475,080,750","2,979,469,100"
2012/3/23,941.638,945.633,930.132,933.016,-1.34%,1.64%,"538,417,870","3,286,346,900"
2012/3/22,951.78,952.151,940.697,945.67,-0.74%,1.20%,"397,441,840","2,457,107,200"
2012/3/21,954.791,960.688,941.072,952.757,-0.07%,2.06%,"647,571,720","3,972,877,900"
2012/3/20,949.071,966.749,942.216,953.416,0.10%,2.58%,"993,852,180","5,971,076,300"
2012/3/19,938.513,953.679,932.29,952.485,1.37%,2.28%,"673,406,390","3,926,485,500"
2012/3/16,925.11,939.651,922.762,939.651,1.47%,1.82%,"523,120,760","2,872,692,900"
2012/3/15,945.197,950.131,921.886,926.054,-2.40%,2.98%,"713,116,640","3,799,428,500"
2012/3/14,979.403,997.3,943.024,948.87,-2.82%,5.56%,"1,333,130,300","7,137,689,100"
2012/3/13,964.408,976.364,963.159,976.364,1.18%,1.37%,"387,453,000","2,166,882,000"
2012/3/12,967.294,969.476,958.078,964.974,-0.07%,1.18%,"449,742,680","2,352,601,600"
2012/3/9,960.184,965.668,954.746,965.668,0.66%,1.14%,"390,481,910","2,056,368,500"
2012/3/8,951.99,963.179,951.99,959.372,0.91%,1.18%,"517,490,580","2,585,845,400"
2012/3/7,940.431,965.185,937.956,950.701,0.04%,2.87%,"419,626,680","2,278,505,700"
2012/3/6,966.507,966.507,948.964,950.353,-2.01%,1.81%,"393,472,730","2,081,665,900"
2012/3/5,979.617,980.028,968.884,969.832,-0.86%,1.14%,"427,408,650","2,369,611,200"
2012/3/2,963.422,978.271,963.422,978.271,1.61%,1.54%,"461,032,280","2,518,811,500"
2012/3/1,959.856,968.307,959.826,962.796,-0.41%,0.88%,"304,272,650","1,660,008,300"
2012/2/29,981.086,983.374,965.532,966.749,-1.70%,1.81%,"522,621,500","2,920,530,000"
2012/2/28,968.785,989.166,958.697,983.492,1.04%,3.13%,"722,055,410","3,629,115,000"
2012/2/27,970.85,988.972,970.85,973.376,0.56%,1.87%,"936,535,390","5,022,041,600"
2012/2/24,954.523,968.001,946.468,968.001,1.26%,2.25%,"641,980,260","3,241,240,900"
2012/2/23,939.981,962.816,938.717,955.91,1.70%,2.56%,"797,628,420","3,759,716,200"
2012/2/22,926.154,939.894,923.482,939.894,1.32%,1.77%,"508,540,970","2,600,032,500"
2012/2/21,922.675,927.685,911.962,927.685,0.46%,1.70%,"305,949,410","1,643,152,200"
2012/2/20,934.217,934.529,922.536,923.442,-0.05%,1.30%,"362,967,020","2,015,947,200"
2012/2/17,929.106,932.955,917.504,923.893,-0.40%,1.67%,"326,686,310","1,829,851,400"
2012/2/16,925.334,934.364,919.772,927.593,-0.07%,1.57%,"530,465,510","3,001,746,600"
2012/2/15,911.219,930.553,909.805,928.205,1.78%,2.28%,"416,294,960","1,924,499,600"
2012/2/14,915.358,915.787,906.989,911.937,-0.45%,0.96%,"192,370,990","994,651,810"
2012/2/13,909.669,920.886,902.85,916.05,-0.30%,1.96%,"320,828,570","1,516,819,000"
2012/2/10,907.728,931.038,905.835,918.806,1.11%,2.77%,"500,164,380","2,410,578,300"
2012/2/9,903.951,915.356,900.24,908.682,0.52%,1.67%,"389,021,080","1,893,602,600"
2012/2/8,881.223,903.968,876.867,903.968,2.37%,3.07%,"368,894,530","1,732,730,700"
2012/2/7,890.307,896.256,878.993,883.008,-1.11%,1.93%,"287,306,680","1,275,668,400"
2012/2/6,890.948,894.924,887.362,892.949,0.27%,0.85%,"236,799,330","1,125,210,600"
2012/2/3,882.403,891.31,878.293,890.536,0.87%,1.47%,"252,171,610","1,172,245,240"
2012/2/2,869.901,882.846,867.398,882.846,1.84%,1.78%,"199,106,540","967,890,370"
2012/2/1,874.814,880.571,865.493,866.935,-1.19%,1.72%,"192,182,710","907,490,260"
2012/1/31,884.028,884.878,870.911,877.34,-1.11%,1.57%,"255,986,430","1,167,710,670"
2012/1/30,900.439,901.137,886.357,887.153,-1.37%,1.64%,"215,978,170","1,029,864,360"
2012/1/20,896.909,901.838,890.764,899.483,0.53%,1.24%,"319,142,290","1,637,636,300"
2012/1/19,880.347,899.091,875.828,894.779,1.50%,2.64%,"421,354,870","2,137,469,600"
2012/1/18,896.075,903.496,878.318,881.58,-1.08%,2.83%,"541,540,520","2,714,513,800"
2012/1/17,838.861,891.166,837.508,891.166,6.13%,6.39%,"499,764,730","2,440,140,900"
2012/1/16,847.894,856.377,839.598,839.677,-1.78%,1.96%,"254,342,740","1,242,338,060"
2012/1/13,877.589,877.874,850.644,854.864,-2.66%,3.10%,"335,612,000","1,607,272,800"
2012/1/12,877.64,888.001,872.059,878.246,-0.79%,1.80%,"394,661,270","1,933,243,400"
2012/1/11,874.561,899.942,869.556,885.258,0.98%,3.47%,"640,916,550","3,048,682,400"
2012/1/10,843.143,877.826,841.862,876.632,3.95%,4.26%,"594,929,680","2,788,230,900"
2012/1/9,815.744,843.317,808.545,843.317,3.63%,4.27%,"393,040,150","1,789,637,700"
2012/1/6,801.391,813.811,795.818,813.769,1.42%,2.24%,"268,068,440","1,192,838,230"
2012/1/5,818.741,820.562,801.644,802.346,-2.51%,2.30%,"275,946,180","1,251,452,890"
2012/1/4,841.341,842.798,822.904,822.981,-1.45%,2.38%,"291,831,250","1,304,662,390"
2011/12/30,827.07,835.666,827.07,835.113,1.39%,1.04%,"248,210,310","1,200,813,570"
2011/12/29,820.707,829.608,819.72,823.7,-0.43%,1.20%,"280,619,520","1,364,315,900"
2011/12/28,816.759,827.218,808.146,827.218,0.73%,2.32%,"329,361,750","1,550,627,000"
2011/12/27,836.02,837.079,819.524,821.19,-1.78%,2.10%,"402,267,510","1,889,153,400"
2011/12/26,825.438,850.562,821.783,836.098,0.93%,3.47%,"312,766,660","1,324,553,180"
2011/12/23,817.342,836.779,815.753,828.408,1.00%,2.56%,"234,599,330","1,045,165,070"
2011/12/22,828.056,828.056,800.236,820.242,-1.75%,3.33%,"314,806,460","1,387,242,300"
2011/12/21,856.578,858.233,833.595,834.817,-1.79%,2.90%,"251,338,880","1,154,045,370"
2011/12/20,845.97,857.247,844.302,850.063,-0.17%,1.52%,"265,091,000","1,208,338,290"
2011/12/19,849.089,851.559,828.338,851.471,-0.40%,2.72%,"264,570,700","1,166,638,640"
2011/12/16,835.137,854.851,829.394,854.851,2.38%,3.05%,"264,219,200","1,211,599,130"
2011/12/15,862.956,862.956,835.003,835.003,-3.77%,3.22%,"279,471,740","1,228,111,340"
2011/12/14,878.637,882.573,865.951,867.751,-1.43%,1.89%,"170,846,810","805,201,190"
2011/12/13,907.998,907.998,878.076,880.331,-3.45%,3.28%,"269,616,840","1,265,562,740"
2011/12/12,920.994,921.723,910.431,911.804,-0.99%,1.23%,"171,383,160","810,880,490"
2011/12/9,927.326,929.231,919.164,920.918,-1.46%,1.08%,"214,725,520","990,758,910"
2011/12/8,928.567,941.149,923.71,934.599,0.64%,1.88%,"291,616,680","1,442,651,800"
2011/12/7,928.19,933.274,923.751,928.625,0.09%,1.03%,"144,636,580","748,026,870"
2011/12/6,928.957,931.125,920.203,927.79,-0.24%,1.17%,"178,196,820","919,118,550"
2011/12/5,952.643,952.643,928.65,930.001,-2.45%,2.52%,"223,168,330","1,135,683,110"
2011/12/2,963.577,963.577,949.506,953.395,-1.31%,1.46%,"265,407,300","1,536,681,400"
2011/12/1,968.352,979.183,962.105,966.024,2.17%,1.81%,"348,517,120","1,869,210,700"
2011/11/30,988.979,988.979,940.316,945.471,-4.52%,4.91%,"404,319,760","1,947,275,700"
2011/11/29,986.303,990.208,979.729,990.208,1.20%,1.07%,"234,011,700","1,248,880,280"
2011/11/28,982.818,985.524,973.264,978.461,-0.34%,1.25%,"216,011,520","1,103,324,530"
2011/11/25,989.316,993.704,979.955,981.803,-1.00%,1.39%,"223,229,260","1,146,555,720"
2011/11/24,985.651,995.523,980.211,991.733,0.07%,1.55%,"268,313,900","1,308,885,560"
2011/11/23,1001.538,1004.4,991.006,991.006,-1.00%,1.34%,"194,515,490","1,035,878,500"
2011/11/22,1001.302,1002.562,991.291,1000.985,-0.99%,1.11%,"283,135,720","1,444,336,100"
2011/11/21,1010.744,1011.264,1001.568,1010.948,-0.38%,0.96%,"216,600,450","1,234,043,370"
2011/11/18,1033.001,1033.001,1013.557,1014.813,-2.25%,1.87%,"451,314,720","2,318,949,100"
2011/11/17,1038.883,1046.574,1034.401,1038.149,-0.17%,1.17%,"346,897,310","1,867,158,400"
2011/11/16,1070.294,1070.294,1036.734,1039.91,-2.92%,3.13%,"463,825,030","2,539,692,300"
2011/11/15,1062.123,1071.148,1059.107,1071.148,0.59%,1.13%,"455,207,190","2,609,261,700"
2011/11/14,1056.811,1064.844,1051.871,1064.844,1.29%,1.23%,"466,311,610","2,470,287,100"
2011/11/11,1070.082,1072.942,1048.433,1051.248,-1.26%,2.30%,"566,008,260","2,813,630,400"
2011/11/10,1052.708,1083.937,1049.502,1064.703,0.31%,3.24%,"693,751,600","3,574,757,300"
2011/11/9,1058.514,1063.491,1044.045,1061.37,0.41%,1.84%,"314,100,720","1,813,301,000"
2011/11/8,1081.294,1083.096,1053.95,1057.078,-1.69%,2.71%,"375,127,420","2,129,406,300"
2011/11/7,1066.845,1086.591,1066.845,1075.229,1.15%,1.86%,"535,146,380","3,135,344,300"
2011/11/4,1060.641,1067.258,1053.867,1062.975,0.61%,1.27%,"417,072,670","2,406,948,400"
2011/11/3,1047.275,1067.027,1047.275,1056.536,1.11%,1.89%,"708,505,410","4,005,769,400"
2011/11/2,1025.699,1044.986,1015.374,1044.986,0.51%,2.85%,"412,243,980","2,263,856,300"
2011/11/1,1035.504,1046.636,1032.893,1039.652,-0.54%,1.31%,"322,663,470","1,809,653,400"
2011/10/31,1052.055,1052.055,1038.526,1045.255,-0.70%,1.29%,"394,890,460","2,217,477,200"
2011/10/28,1043.116,1052.628,1038.034,1052.628,2.18%,1.42%,"558,468,880","3,208,680,000"
2011/10/27,1026.918,1042.87,1024.6,1030.142,0.47%,1.78%,"428,106,600","2,335,655,900"
2011/10/26,1012.802,1033.897,1009.947,1025.278,0.50%,2.35%,"524,133,170","2,859,443,300"
2011/10/25,994.804,1022.059,985.893,1020.214,2.50%,3.63%,"471,691,850","2,563,334,500"
2011/10/24,983.028,995.824,968.055,995.285,1.55%,2.83%,"328,725,000","1,737,846,100"
2011/10/21,987.037,990.165,977.895,980.11,-0.82%,1.24%,"191,492,410","1,010,072,510"
2011/10/20,1006.286,1006.286,980.196,988.165,-2.13%,2.58%,"303,033,840","1,633,789,600"
2011/10/19,1018.787,1021.936,1007.557,1009.687,-0.77%,1.41%,"267,860,450","1,568,147,300"
2011/10/18,1047.184,1047.184,1016.325,1017.525,-3.54%,2.93%,"326,015,860","1,891,085,100"
2011/10/17,1056.74,1065.369,1048.466,1054.873,-0.12%,1.60%,"235,926,120","1,393,858,100"
2011/10/14,1062.977,1064.221,1047.911,1056.182,-1.23%,1.53%,"307,687,770","1,771,841,700"
2011/10/13,1048.48,1086.197,1045.452,1069.373,1.78%,3.88%,"554,632,700","3,031,234,300"
2011/10/12,1013.285,1052.09,1006.812,1050.687,3.23%,4.45%,"450,068,170","2,509,828,600"
2011/10/11,1038.627,1041.153,1009.919,1017.791,0.22%,3.08%,"274,371,730","1,567,502,500"
2011/10/10,1023.487,1026.796,1013.273,1015.587,-0.62%,1.32%,"181,598,250","1,035,184,760"
2011/9/30,1027.498,1032.524,1014.747,1021.885,-0.42%,1.73%,"219,547,750","1,239,353,390"
2011/9/29,1045.716,1046.866,1025.179,1026.169,-2.18%,2.07%,"309,502,250","1,876,128,600"
2011/9/28,1070.464,1071.959,1048.437,1049.017,-1.35%,2.21%,"269,537,100","1,658,620,000"
2011/9/27,1061.528,1067.921,1056.183,1063.344,0.93%,1.11%,"270,099,560","1,714,595,500"
2011/9/26,1066.885,1076.513,1052.1,1053.597,-1.60%,2.28%,"241,896,560","1,516,479,100"
2011/9/23,1062.218,1074.114,1057.794,1070.751,-0.90%,1.51%,"306,361,460","1,887,526,300"
2011/9/22,1102.916,1105.564,1080.479,1080.479,-2.93%,2.25%,"335,066,560","2,106,609,800"
2011/9/21,1083.539,1115.223,1078.151,1113.036,2.71%,3.42%,"442,365,380","2,831,573,000"
2011/9/20,1077.142,1087.434,1072.913,1083.628,0.42%,1.35%,"243,966,020","1,516,223,300"
2011/9/19,1097.422,1097.422,1079.149,1079.149,-2.08%,1.66%,"271,417,700","1,778,545,700"
2011/9/16,1108.939,1112.355,1101.64,1102.032,-0.22%,0.97%,"231,910,940","1,630,922,300"
2011/9/15,1106.341,1114.776,1101.85,1104.426,-0.07%,1.17%,"287,959,340","2,171,755,600"
2011/9/14,1090.58,1105.202,1079.389,1105.202,1.62%,2.37%,"273,606,660","1,813,589,900"
2011/9/13,1086.711,1088.312,1076.503,1087.578,-1.24%,1.07%,"215,764,170","1,356,068,900"
2011/9/9,1103.08,1113.21,1097.621,1101.233,-0.04%,1.42%,"173,184,570","1,146,528,090"
2011/9/8,1114.962,1116.802,1101.188,1101.694,-0.83%,1.41%,"220,616,260","1,520,880,000"
2011/9/7,1094.477,1110.894,1093.965,1110.894,2.29%,1.56%,"265,789,710","1,737,327,900"
2011/9/6,1083.752,1090.297,1081.215,1086.011,-0.41%,0.83%,"196,285,400","1,249,716,630"
2011/9/5,1111.778,1111.778,1090.484,1090.484,-2.82%,1.90%,"254,155,510","1,622,522,100"
2011/9/2,1131.332,1135.26,1116.473,1122.11,-0.95%,1.66%,"208,576,470","1,258,258,120"
2011/9/1,1139.508,1148.178,1129.541,1132.911,-0.44%,1.64%,"211,367,650","1,333,802,330"
2011/8/31,1140.223,1144.838,1128.346,1137.887,-0.17%,1.45%,"233,429,410","1,488,997,100"
2011/8/30,1154.496,1166.388,1139.859,1139.859,-0.64%,2.31%,"317,962,210","2,129,074,500"
2011/8/29,1161.774,1161.774,1146.687,1147.159,-1.74%,1.29%,"279,516,170","1,765,108,200"
2011/8/26,1165.351,1171.558,1159.188,1167.452,-0.35%,1.06%,"349,115,060","2,295,175,200"
2011/8/25,1143.712,1171.554,1140.921,1171.554,2.83%,2.69%,"552,284,220","3,568,736,000"
2011/8/24,1154.321,1156.332,1137.995,1139.313,-0.39%,1.60%,"305,810,510","2,081,947,600"
2011/8/23,1128.335,1144.001,1122.475,1143.822,1.74%,1.91%,"314,090,540","2,015,946,700"
2011/8/22,1135.784,1143.712,1121.145,1124.228,-0.81%,1.99%,"321,810,370","2,232,925,800"
2011/8/19,1121.596,1133.441,1117.152,1133.441,-0.97%,1.42%,"357,058,040","2,196,755,100"
2011/8/18,1166.194,1172.509,1144.486,1144.538,-1.97%,2.40%,"350,300,340","2,095,364,000"
2011/8/17,1173.126,1179.29,1165.497,1167.507,-0.91%,1.17%,"335,372,820","2,083,113,400"
2011/8/16,1179.114,1190.065,1171.903,1178.287,0.11%,1.54%,"482,913,620","2,948,681,500"
2011/8/15,1165.425,1176.948,1160.055,1176.948,1.33%,1.45%,"416,120,910","2,682,972,700"
2011/8/12,1160.626,1172.077,1159.19,1161.546,0.71%,1.12%,"426,181,270","2,693,752,900"
2011/8/11,1120.402,1153.309,1116.831,1153.309,0.62%,3.18%,"429,946,210","2,579,958,700"
2011/8/10,1146.89,1158.144,1142.991,1146.166,1.58%,1.34%,"548,707,140","3,333,928,600"
2011/8/9,1101.698,1136.493,1081.363,1128.332,-0.47%,4.86%,"580,427,170","3,512,424,700"
2011/8/8,1182.817,1185.387,1108.867,1133.684,-5.38%,6.39%,"704,133,610","4,369,205,300"
2011/8/5,1195.952,1207.589,1185.89,1198.115,-2.63%,1.76%,"474,374,940","3,171,622,700"
2011/8/4,1231.66,1240.797,1228.311,1230.495,-0.28%,1.01%,"296,836,600","2,006,897,000"
2011/8/3,1211.361,1250.191,1209.065,1233.946,0.98%,3.37%,"495,006,130","3,101,243,200"
2011/8/2,1233.594,1233.594,1207.958,1222.005,-1.30%,2.07%,"407,675,580","2,900,891,700"
2011/8/1,1238.713,1244.284,1232.676,1238.056,-0.15%,0.94%,"311,782,600","2,352,715,400"
2011/7/29,1252.463,1254.114,1233.597,1239.9,-1.09%,1.64%,"430,126,730","3,356,183,100"
2011/7/28,1235.719,1257.271,1231.558,1253.543,0.56%,2.06%,"497,825,770","3,694,764,700"
2011/7/27,1230.534,1247.455,1224.767,1246.59,0.91%,1.84%,"405,738,840","2,972,038,100"
2011/7/26,1225.212,1235.407,1221.259,1235.341,0.74%,1.15%,"388,322,630","2,720,541,900"
2011/7/25,1277.947,1277.947,1222.959,1226.268,-4.18%,4.30%,"612,721,120","4,424,895,100"
2011/7/22,1281.335,1288.511,1277.432,1279.813,0.14%,0.87%,"363,086,230","2,858,152,200"
2011/7/21,1298.775,1300.581,1277.209,1278.037,-1.57%,1.80%,"486,019,440","3,957,851,200"
2011/7/20,1308.962,1312.166,1287.934,1298.393,-0.47%,1.86%,"591,458,250","5,374,640,100"
2011/7/19,1321.799,1321.799,1302.704,1304.549,-1.83%,1.44%,"427,517,930","3,085,649,200"
2011/7/18,1336.41,1338.638,1324.087,1328.823,-0.58%,1.09%,"522,977,680","3,679,557,000"
2011/7/15,1322.344,1340.828,1316.798,1336.56,0.85%,1.81%,"1,008,746,440","8,352,619,200"
2011/7/14,1315.521,1325.343,1310.995,1325.343,0.72%,1.09%,"658,121,010","4,958,395,900"
2011/7/13,1295.056,1316.272,1295.056,1315.837,1.52%,1.64%,"642,537,700","4,900,115,500"
2011/7/12,1297.189,1309.626,1292.525,1296.177,-0.93%,1.31%,"798,083,600","5,706,336,700"
2011/7/11,1301.875,1309.814,1294.583,1308.301,0.28%,1.17%,"537,950,640","4,147,351,400"
2011/7/8,1296.084,1304.654,1287.917,1304.654,0.70%,1.29%,"547,333,750","4,002,448,800"
